,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,Deck,Family_Size,Fare_Per_Person
608,610,1,1,,female,40.0,0,0,,153.4625,C125,S,Miss,C,0,153.4625
609,611,0,3,,female,39.0,1,5,,31.275,Unknown,S,Mrs,Unknown,6,4.4678571428571425
610,612,0,3,,male,,0,0,,7.05,Unknown,S,Mr,Unknown,0,7.05
611,613,1,3,,female,,1,0,,15.5,Unknown,Q,Miss,Unknown,1,7.75
612,614,0,3,,male,,0,0,,7.75,Unknown,Q,Mr,Unknown,0,7.75
613,615,0,3,,male,35.0,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
614,616,1,2,,female,24.0,1,2,,65.0,Unknown,S,Miss,Unknown,3,16.25
615,617,0,3,,male,34.0,1,1,,14.4,Unknown,S,Mr,Unknown,2,4.8
616,618,0,3,,female,26.0,1,0,,16.1,Unknown,S,Mrs,Unknown,1,8.05
617,619,1,2,,female,4.0,2,1,,39.0,F4,S,Miss,F,3,9.75
618,620,0,2,,male,26.0,0,0,,10.5,Unknown,S,Mr,Unknown,0,10.5
619,621,0,3,,male,27.0,1,0,,14.4542,Unknown,C,Mr,Unknown,1,7.2271
620,622,1,1,,male,42.0,1,0,,52.5542,D19,S,Mr,D,1,26.2771
621,623,1,3,,male,20.0,1,1,,15.7417,Unknown,C,Mr,Unknown,2,5.247233333333333
622,624,0,3,,male,21.0,0,0,,7.8542,Unknown,S,Mr,Unknown,0,7.8542
623,625,0,3,,male,21.0,0,0,,16.1,Unknown,S,Mr,Unknown,0,16.1
624,626,0,1,,male,61.0,0,0,,32.3208,D50,S,Mr,D,0,32.3208
625,627,0,2,,male,57.0,0,0,,12.35,Unknown,Q,Mr,Unknown,0,12.35
626,628,1,1,,female,21.0,0,0,,77.9583,D9,S,Miss,D,0,77.9583
627,629,0,3,,male,26.0,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
628,630,0,3,,male,,0,0,,7.7333,Unknown,Q,Mr,Unknown,0,7.7333
629,631,1,1,,male,80.0,0,0,,30.0,A23,S,Mr,A,0,30.0
630,632,0,3,,male,51.0,0,0,,7.0542,Unknown,S,Mr,Unknown,0,7.0542
631,633,1,1,,male,32.0,0,0,,30.5,B50,C,Mrs,B,0,30.5
632,634,0,1,,male,,0,0,,,Unknown,S,Mr,Unknown,0,-1
633,635,0,3,,female,9.0,3,2,,27.9,Unknown,S,Miss,Unknown,5,4.6499999999999995
634,636,1,2,,female,28.0,0,0,,13.0,Unknown,S,Miss,Unknown,0,13.0
635,637,0,3,,male,32.0,0,0,,7.925,Unknown,S,Mr,Unknown,0,7.925
636,638,0,2,,male,31.0,1,1,,26.25,Unknown,S,Mr,Unknown,2,8.75
637,639,0,3,,female,41.0,0,5,,39.6875,Unknown,S,Mrs,Unknown,5,6.614583333333333
638,640,0,3,,male,,1,0,,16.1,Unknown,S,Mr,Unknown,1,8.05
639,641,0,3,,male,20.0,0,0,,7.8542,Unknown,S,Mr,Unknown,0,7.8542
640,642,1,1,,female,24.0,0,0,,69.3,B35,C,Miss,B,0,69.3
641,643,0,3,,female,2.0,3,2,,27.9,Unknown,S,Miss,Unknown,5,4.6499999999999995
642,644,1,3,,male,,0,0,,56.4958,Unknown,S,Mr,Unknown,0,56.4958
643,645,1,3,,female,0.75,2,1,,19.2583,Unknown,C,Miss,Unknown,3,4.814575
644,646,1,1,,male,48.0,1,0,,76.7292,D33,C,Mr,D,1,38.3646
645,647,0,3,,male,19.0,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
646,648,1,1,,male,56.0,0,0,,35.5,A26,C,Mr,A,0,35.5
647,649,0,3,,male,,0,0,,7.55,Unknown,S,Mr,Unknown,0,7.55
648,650,1,3,,female,23.0,0,0,,7.55,Unknown,S,Miss,Unknown,0,7.55
649,651,0,3,,male,,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
650,652,1,2,,female,18.0,0,1,,23.0,Unknown,S,Miss,Unknown,1,11.5
651,653,0,3,,male,21.0,0,0,,8.4333,Unknown,S,Mr,Unknown,0,8.4333
652,654,1,3,,female,,0,0,,7.8292,Unknown,Q,Miss,Unknown,0,7.8292
653,655,0,3,,female,18.0,0,0,,6.75,Unknown,Q,Miss,Unknown,0,6.75
654,656,0,2,,male,24.0,2,0,,73.5,Unknown,S,Mr,Unknown,2,24.5
655,657,0,3,,male,,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
656,658,0,3,,female,32.0,1,1,,15.5,Unknown,Q,Mrs,Unknown,2,5.166666666666667
657,659,0,2,,male,23.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
658,660,0,1,,male,58.0,0,2,,113.275,D48,C,Mr,D,2,37.75833333333333
659,661,1,1,,male,50.0,2,0,,133.65,Unknown,S,Mrs,Unknown,2,44.550000000000004
660,662,0,3,,male,40.0,0,0,,7.225,Unknown,C,Mr,Unknown,0,7.225
661,663,0,1,,male,47.0,0,0,,25.5875,E58,S,Mr,E,0,25.5875
662,664,0,3,,male,36.0,0,0,,7.4958,Unknown,S,Mr,Unknown,0,7.4958
663,665,1,3,,male,20.0,1,0,,7.925,Unknown,S,Mr,Unknown,1,3.9625
664,666,0,2,,male,32.0,2,0,,73.5,Unknown,S,Mr,Unknown,2,24.5
665,667,0,2,,male,25.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
666,668,0,3,,male,,0,0,,7.775,Unknown,S,Mr,Unknown,0,7.775
667,669,0,3,,male,43.0,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
668,670,1,1,,female,,1,0,,52.0,C126,S,Mrs,C,1,26.0
669,671,1,2,,female,40.0,1,1,,39.0,Unknown,S,Mrs,Unknown,2,13.0
670,672,0,1,,male,31.0,1,0,,52.0,B71,S,Mr,B,1,26.0
671,673,0,2,,male,70.0,0,0,,10.5,Unknown,S,Mr,Unknown,0,10.5
672,674,1,2,,male,31.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
673,675,0,2,,male,,0,0,,,Unknown,S,Mr,Unknown,0,-1
674,676,0,3,,male,18.0,0,0,,7.775,Unknown,S,Mr,Unknown,0,7.775
675,677,0,3,,male,24.5,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
676,678,1,3,,female,18.0,0,0,,9.8417,Unknown,S,Miss,Unknown,0,9.8417
677,679,0,3,,female,43.0,1,6,,46.9,Unknown,S,Mrs,Unknown,7,5.8625
678,680,1,1,,male,36.0,0,1,,512.3292,B51 B53 B55,C,Mr,B,1,256.1646
679,681,0,3,,female,,0,0,,8.1375,Unknown,Q,Miss,Unknown,0,8.1375
680,682,1,1,,male,27.0,0,0,,76.7292,D49,C,Mr,D,0,76.7292
681,683,0,3,,male,20.0,0,0,,9.225,Unknown,S,Mr,Unknown,0,9.225
682,684,0,3,,male,14.0,5,2,,46.9,Unknown,S,Mr,Unknown,7,5.8625
683,685,0,2,,male,60.0,1,1,,39.0,Unknown,S,Mr,Unknown,2,13.0
684,686,0,2,,male,25.0,1,2,,41.5792,Unknown,C,Mr,Unknown,3,10.3948
685,687,0,3,,male,14.0,4,1,,39.6875,Unknown,S,Mr,Unknown,5,6.614583333333333
686,688,0,3,,male,19.0,0,0,,10.1708,Unknown,S,Mr,Unknown,0,10.1708
687,689,0,3,,male,18.0,0,0,,7.7958,Unknown,S,Mr,Unknown,0,7.7958
688,690,1,1,,female,15.0,0,1,,211.3375,B5,S,Miss,B,1,105.66875
689,691,1,1,,male,31.0,1,0,,57.0,B20,S,Mr,B,1,28.5
690,692,1,3,,female,4.0,0,1,,13.4167,Unknown,C,Miss,Unknown,1,6.70835
691,693,1,3,,male,,0,0,,56.4958,Unknown,S,Mr,Unknown,0,56.4958
692,694,0,3,,male,25.0,0,0,,7.225,Unknown,C,Mr,Unknown,0,7.225
693,695,0,1,,male,60.0,0,0,,26.55,Unknown,S,Mr,Unknown,0,26.55
694,696,0,2,,male,52.0,0,0,,13.5,Unknown,S,Mr,Unknown,0,13.5
695,697,0,3,,male,44.0,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
696,698,1,3,,female,,0,0,,7.7333,Unknown,Q,Miss,Unknown,0,7.7333
697,699,0,1,,male,49.0,1,1,,110.8833,C68,C,Mr,C,2,36.9611
698,700,0,3,,male,42.0,0,0,,7.65,F G63,S,Mr,F,0,7.65
699,701,1,1,,female,18.0,1,0,,227.525,C62 C64,C,Mrs,C,1,113.7625
700,702,1,1,,male,35.0,0,0,,26.2875,E24,S,Mr,E,0,26.2875
701,703,0,3,,female,18.0,0,1,,14.4542,Unknown,C,Miss,Unknown,1,7.2271
702,704,0,3,,male,25.0,0,0,,7.7417,Unknown,Q,Mr,Unknown,0,7.7417
703,705,0,3,,male,26.0,1,0,,7.8542,Unknown,S,Mr,Unknown,1,3.9271
704,706,0,2,,male,39.0,0,0,,26.0,Unknown,S,Mr,Unknown,0,26.0
705,707,1,2,,female,45.0,0,0,,13.5,Unknown,S,Mrs,Unknown,0,13.5
706,708,1,1,,male,42.0,0,0,,26.2875,E24,S,Mr,E,0,26.2875
707,709,1,1,,female,22.0,0,0,,151.55,Unknown,S,Miss,Unknown,0,151.55
708,710,1,3,,male,,1,1,,15.2458,Unknown,C,Master,Unknown,2,5.081933333333333
709,711,1,1,,female,24.0,0,0,,49.5042,C90,C,Mrs,C,0,49.5042
710,712,0,1,,male,,0,0,,26.55,C124,S,Mr,C,0,26.55
711,713,1,1,,male,48.0,1,0,,52.0,C126,S,Mr,C,1,26.0
712,714,0,3,,male,29.0,0,0,,9.4833,Unknown,S,Mr,Unknown,0,9.4833
713,715,0,2,,male,52.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
714,716,0,3,,male,19.0,0,0,,7.65,F G73,S,Mr,F,0,7.65
715,717,1,1,,female,38.0,0,0,,227.525,C45,C,Miss,C,0,227.525
716,718,1,2,,female,27.0,0,0,,10.5,E101,S,Miss,E,0,10.5
717,719,0,3,,male,,0,0,,15.5,Unknown,Q,Mr,Unknown,0,15.5
718,720,0,3,,male,33.0,0,0,,7.775,Unknown,S,Mr,Unknown,0,7.775
719,721,1,2,,female,6.0,0,1,,33.0,Unknown,S,Miss,Unknown,1,16.5
720,722,0,3,,male,17.0,1,0,,7.0542,Unknown,S,Mr,Unknown,1,3.5271
721,723,0,2,,male,34.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
722,724,0,2,,male,50.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
723,725,1,1,,male,27.0,1,0,,53.1,E8,S,Mr,E,1,26.55
724,726,0,3,,male,20.0,0,0,,8.6625,Unknown,S,Mr,Unknown,0,8.6625
725,727,1,2,,female,30.0,3,0,,21.0,Unknown,S,Mrs,Unknown,3,5.25
726,728,1,3,,female,,0,0,,7.7375,Unknown,Q,Miss,Unknown,0,7.7375
727,729,0,2,,male,25.0,1,0,,26.0,Unknown,S,Mr,Unknown,1,13.0
728,730,0,3,,female,25.0,1,0,,7.925,Unknown,S,Miss,Unknown,1,3.9625
729,731,1,1,,female,29.0,0,0,,211.3375,B5,S,Miss,B,0,211.3375
730,732,0,3,,male,11.0,0,0,,18.7875,Unknown,C,Mr,Unknown,0,18.7875
731,733,0,2,,male,,0,0,,,Unknown,S,Mr,Unknown,0,-1
732,734,0,2,,male,23.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
733,735,0,2,,male,23.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
734,736,0,3,,male,28.5,0,0,,16.1,Unknown,S,Mr,Unknown,0,16.1
735,737,0,3,,female,48.0,1,3,,34.375,Unknown,S,Mrs,Unknown,4,6.875
736,738,1,1,,male,35.0,0,0,,512.3292,B101,C,Mr,B,0,512.3292
737,739,0,3,,male,,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
738,740,0,3,,male,,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
739,741,1,1,,male,,0,0,,30.0,D45,S,Mr,D,0,30.0
740,742,0,1,,male,36.0,1,0,,78.85,C46,S,Mr,C,1,39.425
741,743,1,1,,female,21.0,2,2,,262.375,B57 B59 B63 B66,C,Miss,B,4,52.475
742,744,0,3,,male,24.0,1,0,,16.1,Unknown,S,Mr,Unknown,1,8.05
743,745,1,3,,male,31.0,0,0,,7.925,Unknown,S,Mr,Unknown,0,7.925
744,746,0,1,,male,70.0,1,1,,71.0,B22,S,Mr,B,2,23.666666666666668
745,747,0,3,,male,16.0,1,1,,20.25,Unknown,S,Mr,Unknown,2,6.75
746,748,1,2,,female,30.0,0,0,,13.0,Unknown,S,Miss,Unknown,0,13.0
747,749,0,1,,male,19.0,1,0,,53.1,D30,S,Mr,D,1,26.55
748,750,0,3,,male,31.0,0,0,,7.75,Unknown,Q,Mr,Unknown,0,7.75
749,751,1,2,,female,4.0,1,1,,23.0,Unknown,S,Miss,Unknown,2,7.666666666666667
750,752,1,3,,male,6.0,0,1,,12.475,E121,S,Master,E,1,6.2375
751,753,0,3,,male,33.0,0,0,,9.5,Unknown,S,Mr,Unknown,0,9.5
752,754,0,3,,male,23.0,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
753,755,1,2,,female,48.0,1,2,,65.0,Unknown,S,Mrs,Unknown,3,16.25
754,756,1,2,,male,0.67,1,1,,14.5,Unknown,S,Master,Unknown,2,4.833333333333333
755,757,0,3,,male,28.0,0,0,,7.7958,Unknown,S,Mr,Unknown,0,7.7958
756,758,0,2,,male,18.0,0,0,,11.5,Unknown,S,Mr,Unknown,0,11.5
757,759,0,3,,male,34.0,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
758,760,1,1,,female,33.0,0,0,,86.5,B77,S,Mrs,B,0,86.5
759,761,0,3,,male,,0,0,,14.5,Unknown,S,Mr,Unknown,0,14.5
760,762,0,3,,male,41.0,0,0,,7.125,Unknown,S,Mr,Unknown,0,7.125
761,763,1,3,,male,20.0,0,0,,7.2292,Unknown,C,Mr,Unknown,0,7.2292
762,764,1,1,,female,36.0,1,2,,120.0,B96 B98,S,Mrs,B,3,30.0
763,765,0,3,,male,16.0,0,0,,7.775,Unknown,S,Mr,Unknown,0,7.775
764,766,1,1,,female,51.0,1,0,,77.9583,D11,S,Mrs,D,1,38.97915
765,767,0,1,,male,,0,0,,39.6,Unknown,C,Mrs,Unknown,0,39.6
766,768,0,3,,female,30.5,0,0,,7.75,Unknown,Q,Miss,Unknown,0,7.75
767,769,0,3,,male,,1,0,,24.15,Unknown,Q,Mr,Unknown,1,12.075
768,770,0,3,,male,32.0,0,0,,8.3625,Unknown,S,Mr,Unknown,0,8.3625
769,771,0,3,,male,24.0,0,0,,9.5,Unknown,S,Mr,Unknown,0,9.5
770,772,0,3,,male,48.0,0,0,,7.8542,Unknown,S,Mr,Unknown,0,7.8542
771,773,0,2,,female,57.0,0,0,,10.5,E77,S,Mrs,E,0,10.5
772,774,0,3,,male,,0,0,,7.225,Unknown,C,Mr,Unknown,0,7.225
773,775,1,2,,female,54.0,1,3,,23.0,Unknown,S,Mrs,Unknown,4,4.6
774,776,0,3,,male,18.0,0,0,,7.75,Unknown,S,Mr,Unknown,0,7.75
775,777,0,3,,male,,0,0,,7.75,F38,Q,Mr,F,0,7.75
776,778,1,3,,female,5.0,0,0,,12.475,Unknown,S,Miss,Unknown,0,12.475
777,779,0,3,,male,,0,0,,7.7375,Unknown,Q,Mr,Unknown,0,7.7375
778,780,1,1,,female,43.0,0,1,,211.3375,B3,S,Mrs,B,1,105.66875
779,781,1,3,,female,13.0,0,0,,7.2292,Unknown,C,Miss,Unknown,0,7.2292
780,782,1,1,,female,17.0,1,0,,57.0,B20,S,Mrs,B,1,28.5
781,783,0,1,,male,29.0,0,0,,30.0,D6,S,Mr,D,0,30.0
782,784,0,3,,male,,1,2,,23.45,Unknown,S,Mr,Unknown,3,5.8625
783,785,0,3,,male,25.0,0,0,,7.05,Unknown,S,Mr,Unknown,0,7.05
784,786,0,3,,male,25.0,0,0,,7.25,Unknown,S,Mr,Unknown,0,7.25
785,787,1,3,,female,18.0,0,0,,7.4958,Unknown,S,Miss,Unknown,0,7.4958
786,788,0,3,,male,8.0,4,1,,29.125,Unknown,Q,Master,Unknown,5,4.854166666666667
787,789,1,3,,male,1.0,1,2,,20.575,Unknown,S,Master,Unknown,3,5.14375
788,790,0,1,,male,46.0,0,0,,79.2,B82 B84,C,Mr,B,0,79.2
789,791,0,3,,male,,0,0,,7.75,Unknown,Q,Mr,Unknown,0,7.75
790,792,0,2,,male,16.0,0,0,,26.0,Unknown,S,Mr,Unknown,0,26.0
791,793,0,3,,female,,8,2,,69.55,Unknown,S,Miss,Unknown,10,6.322727272727272
792,794,0,1,,male,,0,0,,30.6958,Unknown,C,Mr,Unknown,0,30.6958
793,795,0,3,,male,25.0,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
794,796,0,2,,male,39.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
795,797,1,1,,female,49.0,0,0,,25.9292,D17,S,Mrs,D,0,25.9292
796,798,1,3,,female,31.0,0,0,,8.6833,Unknown,S,Mrs,Unknown,0,8.6833
797,799,0,3,,male,30.0,0,0,,7.2292,Unknown,C,Mr,Unknown,0,7.2292
798,800,0,3,,female,30.0,1,1,,24.15,Unknown,S,Mrs,Unknown,2,8.049999999999999
799,801,0,2,,male,34.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
800,802,1,2,,female,31.0,1,1,,26.25,Unknown,S,Mrs,Unknown,2,8.75
801,803,1,1,,male,11.0,1,2,,120.0,B96 B98,S,Master,B,3,30.0
802,804,1,3,,male,0.42,0,1,,8.5167,Unknown,C,Master,Unknown,1,4.25835
803,805,1,3,,male,27.0,0,0,,6.975,Unknown,S,Mr,Unknown,0,6.975
804,806,0,3,,male,31.0,0,0,,7.775,Unknown,S,Mr,Unknown,0,7.775
805,807,0,1,,male,39.0,0,0,,,A36,S,Mr,A,0,-1
806,808,0,3,,female,18.0,0,0,,7.775,Unknown,S,Miss,Unknown,0,7.775
807,809,0,2,,male,39.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
808,810,1,1,,female,33.0,1,0,,53.1,E8,S,Mrs,E,1,26.55
809,811,0,3,,male,26.0,0,0,,7.8875,Unknown,S,Mr,Unknown,0,7.8875
810,812,0,3,,male,39.0,0,0,,24.15,Unknown,S,Mr,Unknown,0,24.15
811,813,0,2,,male,35.0,0,0,,10.5,Unknown,S,Mr,Unknown,0,10.5
812,814,0,3,,female,6.0,4,2,,31.275,Unknown,S,Miss,Unknown,6,4.4678571428571425
813,815,0,3,,male,30.5,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
814,816,0,1,,male,,0,0,,,B102,S,Mr,B,0,-1
815,817,0,3,,female,23.0,0,0,,7.925,Unknown,S,Miss,Unknown,0,7.925
816,818,0,2,,male,31.0,1,1,,37.0042,Unknown,C,Mr,Unknown,2,12.334733333333332
817,819,0,3,,male,43.0,0,0,,6.45,Unknown,S,Mr,Unknown,0,6.45
818,820,0,3,,male,10.0,3,2,,27.9,Unknown,S,Master,Unknown,5,4.6499999999999995
819,821,1,1,,female,52.0,1,1,,93.5,B69,S,Mrs,B,2,31.166666666666668
820,822,1,3,,male,27.0,0,0,,8.6625,Unknown,S,Mr,Unknown,0,8.6625
821,823,0,1,,male,38.0,0,0,,,Unknown,S,Mr,Unknown,0,-1
822,824,1,3,,female,27.0,0,1,,12.475,E121,S,Mrs,E,1,6.2375
823,825,0,3,,male,2.0,4,1,,39.6875,Unknown,S,Master,Unknown,5,6.614583333333333
824,826,0,3,,male,,0,0,,6.95,Unknown,Q,Mr,Unknown,0,6.95
825,827,0,3,,male,,0,0,,56.4958,Unknown,S,Mr,Unknown,0,56.4958
826,828,1,2,,male,1.0,0,2,,37.0042,Unknown,C,Master,Unknown,2,12.334733333333332
827,829,1,3,,male,,0,0,,7.75,Unknown,Q,Mr,Unknown,0,7.75
828,831,1,3,,female,15.0,1,0,,14.4542,Unknown,C,Mrs,Unknown,1,7.2271
829,832,1,2,,male,0.83,1,1,,18.75,Unknown,S,Master,Unknown,2,6.25
830,833,0,3,,male,,0,0,,7.2292,Unknown,C,Mr,Unknown,0,7.2292
831,834,0,3,,male,23.0,0,0,,7.8542,Unknown,S,Mr,Unknown,0,7.8542
832,835,0,3,,male,18.0,0,0,,8.3,Unknown,S,Mr,Unknown,0,8.3
833,836,1,1,,female,39.0,1,1,,83.1583,E49,C,Miss,E,2,27.71943333333333
834,837,0,3,,male,21.0,0,0,,8.6625,Unknown,S,Mr,Unknown,0,8.6625
835,838,0,3,,male,,0,0,,8.05,Unknown,S,Mr,Unknown,0,8.05
836,839,1,3,,male,32.0,0,0,,56.4958,Unknown,S,Mr,Unknown,0,56.4958
837,840,1,1,,male,,0,0,,29.7,C47,C,Mr,C,0,29.7
838,841,0,3,,male,20.0,0,0,,7.925,Unknown,S,Mr,Unknown,0,7.925
839,842,0,2,,male,16.0,0,0,,10.5,Unknown,S,Mr,Unknown,0,10.5
840,843,1,1,,female,30.0,0,0,,31.0,Unknown,C,Miss,Unknown,0,31.0
841,844,0,3,,male,34.5,0,0,,6.4375,Unknown,C,Mr,Unknown,0,6.4375
842,845,0,3,,male,17.0,0,0,,8.6625,Unknown,S,Mr,Unknown,0,8.6625
843,846,0,3,,male,42.0,0,0,,7.55,Unknown,S,Mr,Unknown,0,7.55
844,847,0,3,,male,,8,2,,69.55,Unknown,S,Mr,Unknown,10,6.322727272727272
845,848,0,3,,male,35.0,0,0,,7.8958,Unknown,C,Mr,Unknown,0,7.8958
846,849,0,2,,male,28.0,0,1,,33.0,Unknown,S,Mr,Unknown,1,16.5
847,850,1,1,,female,,1,0,,89.1042,C92,C,Mrs,C,1,44.5521
848,851,0,3,,male,4.0,4,2,,31.275,Unknown,S,Master,Unknown,6,4.4678571428571425
849,852,0,3,,male,74.0,0,0,,7.775,Unknown,S,Mr,Unknown,0,7.775
850,853,0,3,,female,9.0,1,1,,15.2458,Unknown,C,Miss,Unknown,2,5.081933333333333
851,854,1,1,,female,16.0,0,1,,39.4,D28,S,Miss,D,1,19.7
852,855,0,2,,female,44.0,1,0,,26.0,Unknown,S,Mrs,Unknown,1,13.0
853,856,1,3,,female,18.0,0,1,,9.35,Unknown,S,Mrs,Unknown,1,4.675
854,857,1,1,,female,45.0,1,1,,164.8667,Unknown,S,Mrs,Unknown,2,54.95556666666667
855,858,1,1,,male,51.0,0,0,,26.55,E17,S,Mr,E,0,26.55
856,859,1,3,,female,24.0,0,3,,19.2583,Unknown,C,Mrs,Unknown,3,4.814575
857,860,0,3,,male,,0,0,,7.2292,Unknown,C,Mr,Unknown,0,7.2292
858,861,0,3,,male,41.0,2,0,,14.1083,Unknown,S,Mr,Unknown,2,4.702766666666666
859,862,0,2,,male,21.0,1,0,,11.5,Unknown,S,Mr,Unknown,1,5.75
860,863,1,1,,female,48.0,0,0,,25.9292,D17,S,Mrs,D,0,25.9292
861,864,0,3,,female,,8,2,,69.55,Unknown,S,Miss,Unknown,10,6.322727272727272
862,865,0,2,,male,24.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
863,866,1,2,,female,42.0,0,0,,13.0,Unknown,S,Mrs,Unknown,0,13.0
864,867,1,2,,female,27.0,1,0,,13.8583,Unknown,C,Miss,Unknown,1,6.92915
865,868,0,1,,male,31.0,0,0,,50.4958,A24,S,Mr,A,0,50.4958
866,869,0,3,,male,,0,0,,9.5,Unknown,S,Mr,Unknown,0,9.5
867,870,1,3,,male,4.0,1,1,,11.1333,Unknown,S,Master,Unknown,2,3.7111
868,871,0,3,,male,26.0,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
869,872,1,1,,female,47.0,1,1,,52.5542,D35,S,Mrs,D,2,17.518066666666666
870,873,0,1,,male,33.0,0,0,,5.0,B51 B53 B55,S,Mr,B,0,5.0
871,874,0,3,,male,47.0,0,0,,9.0,Unknown,S,Mr,Unknown,0,9.0
872,875,1,2,,female,28.0,1,0,,24.0,Unknown,C,Mrs,Unknown,1,12.0
873,876,1,3,,female,15.0,0,0,,7.225,Unknown,C,Miss,Unknown,0,7.225
874,877,0,3,,male,20.0,0,0,,9.8458,Unknown,S,Mr,Unknown,0,9.8458
875,878,0,3,,male,19.0,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
876,879,0,3,,male,,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
877,880,1,1,,female,56.0,0,1,,83.1583,C50,C,Mrs,C,1,41.57915
878,881,1,2,,female,25.0,0,1,,26.0,Unknown,S,Mrs,Unknown,1,13.0
879,882,0,3,,male,33.0,0,0,,7.8958,Unknown,S,Mr,Unknown,0,7.8958
880,883,0,3,,female,22.0,0,0,,10.5167,Unknown,S,Miss,Unknown,0,10.5167
881,884,0,2,,male,28.0,0,0,,10.5,Unknown,S,Mr,Unknown,0,10.5
882,885,0,3,,male,25.0,0,0,,7.05,Unknown,S,Mr,Unknown,0,7.05
883,886,0,3,,female,39.0,0,5,,29.125,Unknown,Q,Mrs,Unknown,5,4.854166666666667
884,887,0,2,,male,27.0,0,0,,13.0,Unknown,S,Mr,Unknown,0,13.0
885,888,1,1,,female,19.0,0,0,,30.0,B42,S,Miss,B,0,30.0
886,889,0,3,,female,,1,2,,23.45,Unknown,S,Miss,Unknown,3,5.8625
887,890,1,1,,male,26.0,0,0,,30.0,C148,C,Mr,C,0,30.0
888,891,0,3,,male,32.0,0,0,,7.75,Unknown,Q,Mr,Unknown,0,7.75
